trial_id,source,unq_drugs,atc,atc_new,drug_name,correct_name,dose,n,arm_n,arm_n_attr
NCT01919489,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,273,137,37
NCT01919489,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,273,136,46
NCT01930188,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,1225,407,19
NCT01930188,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,1225,409,22
NCT01930188,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,1225,409,21
NCT01958671,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,461,152,24
NCT01958671,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,461,156,19
NCT01958671,agg,2,placebo,placebo,placebo,NA,NA,461,153,32
NCT01973231,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,404,202,11
NCT01973231,agg,2,A10BJ03,A10BJ03,lixisenatide,NA,20,404,202,12
NCT01986855,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,468,156,14
NCT01986855,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,468,158,13
NCT01986855,agg,2,placebo,placebo,placebo,NA,NA,468,154,11
NCT01990469,agg,2,A10BH06,A10BH06,gemigliptin,NA,50,216,107,11
NCT01990469,agg,2,placebo,placebo,placebo,NA,NA,216,109,5
NCT01999218,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,1326,437,110
NCT01999218,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,1326,441,101
NCT01999218,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,1326,448,109
NCT02002221,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,156,78,2
NCT02002221,agg,2,placebo,placebo,placebo,NA,NA,156,78,3
NCT02008682,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,368,184,14
NCT02008682,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,368,184,27
NCT02025907,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,216,108,12
NCT02025907,ipd,2,placebo,placebo,placebo,NA,NA,216,108,27
NCT02033889,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,621,205,25
NCT02033889,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,621,207,20
NCT02033889,agg,2,placebo,placebo,placebo,NA,NA,621,209,34
NCT02036515,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,464,155,12
NCT02036515,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,464,156,5
NCT02036515,agg,2,placebo,placebo,placebo,NA,NA,464,153,14
NCT02054897,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,388,129,10
NCT02054897,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,388,130,7
NCT02054897,agg,2,placebo,placebo,placebo,NA,NA,388,129,12
NCT02058147,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,701,467,27
NCT02058147,agg,2,A10BJ03,A10BJ03,lixisenatide,NA,20,701,234,29
NCT02081599,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,148,77,2
NCT02081599,agg,2,placebo,placebo,placebo,NA,NA,148,71,8
NCT02096705,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,272,139,5
NCT02096705,agg,2,placebo,placebo,placebo,NA,NA,272,133,9
NCT02099110,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,745,247,28
NCT02099110,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,745,248,31
NCT02099110,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,745,250,24
NCT02104804,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,466,234,16
NCT02104804,agg,2,placebo,placebo,placebo,NA,NA,466,232,19
NCT02128932,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,1082,360,19
NCT02128932,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,1082,362,27
NCT02128932,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,1082,360,18
NCT02152371,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,300,150,12
NCT02152371,ipd,2,placebo,placebo,placebo,NA,NA,300,150,16
NCT02157298,agg,2,A10BK01,A10BK01,dapagliflozin,NA,5,183,123,4
NCT02157298,agg,2,placebo,placebo,placebo,NA,NA,183,60,2
NCT02175784,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,255,168,1
NCT02175784,agg,2,placebo,placebo,placebo,NA,NA,255,87,11
NCT02182830,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,166,83,15
NCT02182830,ipd,2,placebo,placebo,placebo,NA,NA,166,83,15
NCT02201004,agg,2,A10BK_06,A10BK06,sotagliflozin,NA,20,211,141,4
NCT02201004,agg,2,placebo,placebo,placebo,NA,NA,211,70,2
NCT02207374,agg,2,A10B,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",NA,NA,601,121,6
NCT02207374,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,601,239,6
NCT02207374,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,601,241,10
NCT02220920,agg,2,A10BK02,A10BK02,canagliflozin,NA,100,146,76,3
NCT02220920,agg,2,placebo,placebo,placebo,NA,NA,146,70,3
NCT02229227,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,814,412,62
NCT02229227,ipd,2,A10BJ04,A10BJ04,albiglutide,NA,50,814,402,51
NCT02229383,agg,2,A10BJ01,A10BJ01,exenatide,NA,2,461,232,20
NCT02229383,agg,2,placebo,placebo,placebo,NA,NA,461,229,22
NCT02229396,agg,2,A10BJ01,A10BJ01,exenatide,NA,2,457,227,34
NCT02229396,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,457,230,22
NCT02240680,agg,2,A10BH05,A10BH05,linagliptin,NA,5,302,151,8
NCT02240680,agg,2,placebo,placebo,placebo,NA,NA,302,151,15
NCT02243176,agg,2,A10BF01,A10BF01,acarbose,NA,NA,488,244,15
NCT02243176,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,488,244,14
NCT02254291,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,308,103,2
NCT02254291,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,308,102,3
NCT02273050,agg,2,A10BA02,A10BA02,metformin,NA,500,424,210,24
NCT02273050,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,424,214,29
NCT02280486,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,373,186,160
NCT02280486,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,373,187,159
NCT02305381,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,397,132,5
NCT02305381,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,397,132,5
NCT02305381,agg,2,placebo,placebo,placebo,NA,NA,397,133,7
NCT02324569,agg,2,A10BH__07,A10BH07,evogliptin,NA,100,240,116,16
NCT02324569,agg,2,placebo,placebo,placebo,NA,NA,240,124,21
NCT02343926,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,376,223,9
NCT02343926,agg,2,A10BH06,A10BH06,gemigliptin,NA,50,376,220,13
NCT02354222,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,154,77,4
NCT02354222,agg,2,placebo,placebo,placebo,NA,NA,154,77,11
NCT02354235,agg,2,A10BK02,A10BK02,canagliflozin,NA,100,138,70,3
NCT02354235,agg,2,placebo,placebo,placebo,NA,NA,138,68,7
NCT02413398,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,321,160,4
NCT02413398,agg,2,placebo,placebo,placebo,NA,NA,321,161,7
NCT02452632,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,139,73,17
NCT02452632,agg,2,placebo,placebo,placebo,NA,NA,139,66,9
NCT02453555,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,275,182,5
NCT02453555,ipd,2,placebo,placebo,placebo,NA,NA,NA,NA,NA
NCT02471404,ipd,2,A10BB12,A10BB12,glimepiride,NA,NA,627,313,25
NCT02471404,ipd,2,A10BK01,A10BK01,dapagliflozin,NA,10,627,314,33
NCT02532855,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,614,307,8
NCT02532855,agg,2,A10BK01,A10BK01,dapagliflozin,NA,5,614,307,11
NCT02567994,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,201,98,17
NCT02567994,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,201,103,17
NCT02577003,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,143,73,2
NCT02577003,agg,2,placebo,placebo,placebo,NA,NA,143,70,5
NCT02577016,agg,2,A10BH01,A10BH01,sitagliptin,NA,50,141,70,2
NCT02577016,agg,2,placebo,placebo,placebo,NA,NA,141,71,2
NCT02589639,agg,2,A10BK03,A10BK03,empagliflozin,NA,10,269,89,10
NCT02589639,agg,2,A10BK03,A10BK03,empagliflozin,NA,25,269,90,4
NCT02589639,agg,2,placebo,placebo,placebo,NA,NA,269,90,10
NCT02597049,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,424,142,7
NCT02597049,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,424,142,5
NCT02597049,ipd,2,placebo,placebo,placebo,NA,NA,424,140,3
NCT02607306,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,544,271,23
NCT02607306,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,544,273,10
NCT02607865,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,1864,467,16
NCT02607865,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,1864,465,27
NCT02607865,agg,2,A10BJ06,A10BJ06,semaglutide,NA,3,1864,466,33
NCT02607865,agg,2,A10BJ06,A10BJ06,semaglutide,NA,7,1864,466,30
NCT02630706,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,15,506,169,9
NCT02630706,agg,2,A10BK__09,A10BK09,enavogliflozin,NA,5,506,170,7
NCT02630706,agg,2,placebo,placebo,placebo,NA,NA,506,167,10
NCT02648204,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,1201,300,13
NCT02648204,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,1201,300,16
NCT02648204,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,1201,301,22
NCT02648204,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,1201,300,21
NCT02681094,ipd,2,A10BH03,A10BH03,saxagliptin,NA,5,590,296,53
NCT02681094,ipd,2,A10BK01,A10BK01,dapagliflozin,NA,5,590,294,39
NCT02715258,agg,2,A10BK__07,A10BK07,luseogliflozin,NA,20,210,140,16
NCT02715258,agg,2,placebo,placebo,placebo,NA,NA,210,70,6
NCT02730377,agg,2,A10B,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",NA,NA,1991,995,633
NCT02730377,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,1991,996,550
NCT02738879,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,746,374,13
NCT02738879,agg,2,placebo,placebo,placebo,NA,NA,746,372,25
NCT02750410,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,159,120,3
NCT02750410,ipd,2,placebo,placebo,placebo,NA,NA,159,39,2
NCT02752412,agg,2,A10BJ03,A10BJ03,lixisenatide,NA,5,512,255,10
NCT02752412,agg,2,placebo,placebo,placebo,NA,NA,512,257,13
NCT02752828,agg,2,A10BJ03,A10BJ03,lixisenatide,NA,5,521,260,12
NCT02752828,agg,2,placebo,placebo,placebo,NA,NA,521,261,7
NCT02769481,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,426,213,36
NCT02769481,agg,2,A10BK__07,A10BK07,luseogliflozin,NA,20,426,213,33
NCT02791490,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,458,229,3
NCT02791490,agg,2,placebo,placebo,placebo,NA,NA,458,229,8
NCT02794792,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,165,110,3
NCT02794792,agg,2,placebo,placebo,placebo,NA,NA,165,55,3
NCT02827708,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,324,163,5
NCT02827708,agg,2,placebo,placebo,placebo,NA,NA,324,161,5
NCT02831361,agg,2,A10BH06,A10BH06,gemigliptin,NA,50,283,193,5
NCT02831361,agg,2,placebo,placebo,placebo,NA,NA,283,97,4
NCT02836873,agg,2,A10BK__07,A10BK07,luseogliflozin,NA,20,312,157,5
NCT02836873,agg,2,placebo,placebo,placebo,NA,NA,312,155,11
NCT02849080,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,504,251,7
NCT02849080,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,504,253,12
NCT02863328,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,821,411,11
NCT02863328,agg,2,A10BK03,A10BK03,empagliflozin,NA,25,821,410,23
NCT02863419,agg,3,A10BJ02,A10BJ02,liraglutide,NA,1.8,711,284,10
NCT02863419,agg,3,A10BJ06,A10BJ06,semaglutide,NA,14,711,285,8
NCT02863419,agg,3,placebo,placebo,placebo,NA,NA,711,142,8
NCT02897349,agg,2,A10BH05,A10BH05,linagliptin,NA,5,206,104,6
NCT02897349,agg,2,placebo,placebo,placebo,NA,NA,206,102,5
NCT02906709,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,184,123,1
NCT02906709,agg,2,placebo,placebo,placebo,NA,NA,184,61,3
NCT02906930,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,703,175,6
NCT02906930,agg,2,A10BJ06,A10BJ06,semaglutide,NA,3,703,175,14
NCT02906930,agg,2,A10BJ06,A10BJ06,semaglutide,NA,7,703,175,12
NCT02906930,agg,2,placebo,placebo,placebo,NA,NA,703,178,8
NCT02911948,agg,2,placebo,placebo,placebo,NA,NA,210,105,7
NCT02916706,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,254,127,15
NCT02916706,agg,2,placebo,placebo,placebo,NA,NA,254,127,31
NCT02924064,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,247,123,24
NCT02924064,agg,2,placebo,placebo,placebo,NA,NA,247,124,43
NCT02926937,agg,2,A10BK06,A10BK06,sotagliflozin,NA,200,399,107,11
NCT02926937,agg,2,A10BK06,A10BK06,sotagliflozin,NA,400,399,142,15
NCT02926937,agg,2,placebo,placebo,placebo,NA,NA,399,150,19
NCT02926950,agg,2,A10BK06,A10BK06,sotagliflozin,NA,400,518,259,49
NCT02926950,agg,2,placebo,placebo,placebo,NA,NA,518,259,48
NCT02949193,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,222,110,10
NCT02949193,agg,2,A10BH07,A10BH07,evogliptin,NA,5,222,112,7
NCT02963922,agg,2,A10BJ02,A10BJ02,liraglutide,NA,3,396,198,32
NCT02963922,agg,2,placebo,placebo,placebo,NA,NA,396,198,30
NCT02964247,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,303,203,3
NCT02964247,agg,2,placebo,placebo,placebo,NA,NA,303,100,2
NCT02974504,agg,2,A10BH05,A10BH05,linagliptin,NA,5,207,105,7
NCT02974504,agg,2,A10BH07,A10BH07,evogliptin,NA,5,207,102,6
NCT03015220,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,458,65,2
NCT03015220,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,458,130,3
NCT03015220,agg,2,A10BJ06,A10BJ06,semaglutide,NA,3,458,131,3
NCT03015220,agg,2,A10BJ06,A10BJ06,semaglutide,NA,7,458,132,2
NCT03018028,agg,3,A10BJ02,A10BJ02,liraglutide,NA,0.9,243,48,1
NCT03018028,agg,3,A10BJ06,A10BJ06,semaglutide,NA,14,243,48,2
NCT03018028,agg,3,A10BJ06,A10BJ06,semaglutide,NA,3,243,49,3
NCT03021187,agg,2,A10BJ06,A10BJ06,semaglutide,NA,14,731,181,6
NCT03021187,agg,2,A10BJ06,A10BJ06,semaglutide,NA,3,731,184,10
NCT03021187,agg,2,A10BJ06,A10BJ06,semaglutide,NA,7,731,182,9
NCT03021187,agg,2,placebo,placebo,placebo,NA,NA,731,184,9
NCT03061214,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,868,290,28
NCT03061214,agg,2,A10BJ06,A10BJ06,semaglutide,NA,0.5,868,288,25
NCT03061214,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,868,290,10
NCT03066830,agg,2,A10BK06,A10BK06,sotagliflozin,NA,400,507,253,22
NCT03066830,agg,2,placebo,placebo,placebo,NA,NA,507,254,33
NCT03086330,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,302,151,4
NCT03086330,agg,2,placebo,placebo,placebo,NA,NA,302,151,4
NCT03115112,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,386,194,5
NCT03115112,agg,2,A10BK__07,A10BK07,luseogliflozin,NA,20,386,192,12
NCT03125694,agg,2,A10BG03,A10BG03,pioglitazone,NA,NA,250,125,15
NCT03125694,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,250,125,13
NCT03136484,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,788,394,27
NCT03136484,agg,2,A10BK02,A10BK02,canagliflozin,NA,300,788,394,22
NCT03159052,agg,2,A10BK__10,A10BK10,unknown,henagliflozin,10,452,151,12
NCT03159052,agg,2,A10BK__10,A10BK10,unknown,henagliflozin,5,452,150,8
NCT03159052,agg,2,placebo,placebo,placebo,NA,NA,452,151,18
NCT03172494,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,359,179,12
NCT03172494,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,359,180,29
NCT03175120,agg,2,A10BJ02,A10BJ02,liraglutide,NA,0.6,453,302,12
NCT03175120,agg,2,placebo,placebo,placebo,NA,NA,453,151,12
NCT03191396,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.2,577,287,5
NCT03191396,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,577,290,3
NCT03242018,agg,2,A10BK06,A10BK06,sotagliflozin,NA,200,277,92,14
NCT03242018,agg,2,A10BK06,A10BK06,sotagliflozin,NA,400,277,92,14
NCT03242018,agg,2,placebo,placebo,placebo,NA,NA,277,93,18
NCT03242252,agg,2,A10BK06,A10BK06,sotagliflozin,NA,200,787,263,23
NCT03242252,agg,2,A10BK06,A10BK06,sotagliflozin,NA,400,787,264,32
NCT03242252,agg,2,placebo,placebo,placebo,NA,NA,787,260,36
NCT03259789,agg,2,A10BK__07,A10BK07,luseogliflozin,NA,20,317,158,17
NCT03259789,agg,2,placebo,placebo,placebo,NA,NA,317,159,17
NCT03332771,agg,3,A10BB12,A10BB12,glimepiride,NA,NA,954,318,48
NCT03332771,agg,3,A10BK06,A10BK06,sotagliflozin,NA,200,954,160,32
NCT03332771,agg,3,A10BK06,A10BK06,sotagliflozin,NA,400,954,317,51
NCT03332771,agg,3,placebo,placebo,placebo,NA,NA,954,159,34
NCT03351478,agg,3,A10BK03,A10BK03,empagliflozin,NA,25,770,309,17
NCT03351478,agg,3,A10BK06,A10BK06,sotagliflozin,NA,400,770,307,14
NCT03351478,agg,3,placebo,placebo,placebo,NA,NA,770,154,7
NCT03353350,agg,2,A10BJ__01,A10BJ01,exenatide,efpeglenatide,2,406,100,19
NCT03353350,agg,2,A10BJ__01,A10BJ01,exenatide,efpeglenatide,4,406,101,24
NCT03353350,agg,2,A10BJ__01,A10BJ01,exenatide,efpeglenatide,6,406,103,22
NCT03353350,agg,2,placebo,placebo,placebo,NA,NA,406,102,22
NCT03552757,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,1210,403,13
NCT03552757,agg,2,A10BJ06,A10BJ06,semaglutide,NA,2.4,1210,404,13
NCT03552757,agg,2,placebo,placebo,placebo,NA,NA,1210,403,20
NCT03689374,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,1748,874,24
NCT03689374,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,1748,874,43
NCT03730662,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,1995,1000,139
NCT03730662,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,1995,995,76
NCT03794336,agg,2,A10BF01,A10BF01,acarbose,NA,NA,1088,363,29
NCT03794336,agg,2,A10BH04,A10BH04,alogliptin,NA,25,1088,725,39
NCT03798054,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,527,350,17
NCT03798054,agg,2,A10BJ03,A10BJ03,lixisenatide,NA,5,527,177,28
NCT03861052,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,636,159,5
NCT03861052,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,636,477,16
NCT03882970,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,1079,360,31
NCT03882970,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,1079,719,44
NCT03954834,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,478,363,34
NCT03954834,agg,2,placebo,placebo,placebo,NA,NA,478,115,16
NCT03987919,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,1408,469,26
NCT03987919,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,1408,939,51
NCT04039503,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,475,355,21
NCT04039503,agg,2,placebo,placebo,placebo,NA,NA,475,120,3
NCT04093752,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,907,220,27
NCT04093752,agg,2,A10BX16,A10BX16,tirezpatide,NA,NA,907,687,64
NCT04170998,agg,2,A10BH07,A10BH07,evogliptin,NA,5,283,141,3
NCT04170998,agg,2,placebo,placebo,placebo,NA,NA,283,142,2
NCT04196231,agg,3,A10BJ,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,NA,305,102,12
NCT04196231,agg,3,A10BK,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,NA,305,102,9
NCT04218734,agg,2,A10BH__05,A10BH05,linagliptin,DBRP108,100,213,142,4
NCT04218734,agg,2,placebo,placebo,placebo,NA,NA,213,71,3
NCT04233801,agg,2,A10BK03,A10BK03,empagliflozin,NA,10,219,73,2
NCT04233801,agg,2,A10BK03,A10BK03,empagliflozin,NA,25,219,73,4
NCT04632862,agg,2,A10BK__08,A10BK08,bexagliflozin,NA,0.3,167,83,6
NCT04632862,agg,2,placebo,placebo,placebo,NA,NA,167,84,15
NCT04634500,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,200,99,6
NCT04634500,agg,2,A10BK__08,A10BK08,bexagliflozin,NA,0.3,200,101,4
NCT04654390,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,270,136,7
NCT04654390,agg,2,A10BK__08,A10BK08,bexagliflozin,NA,0.3,270,134,8
