nct_id,modeltype,spec,term,ref,estimate,std.error,statistic,p.value,lci,uci
NCT01719003,glm,adj,(Intercept),biguanide,-1.71,0.633,-2.701,0.007,-2.951,-0.469
NCT01719003,glm,adj,sex,biguanide,-0.284,0.258,-1.102,0.27,-0.789,0.221
NCT01719003,glm,adj,age10,biguanide,-0.065,0.119,-0.546,0.585,-0.298,0.168
NCT01734785,glm,adj,(Intercept),placebo,-2.436,1.393,-1.749,0.08,-5.166,0.294
NCT01734785,glm,adj,sex,placebo,-1.426,0.539,-2.644,0.008,-2.483,-0.369
NCT01734785,glm,adj,age10,placebo,0.037,0.248,0.151,0.88,-0.448,0.523
NCT01792518,glm,adj,(Intercept),placebo,-2.492,1.637,-1.523,0.128,-5.7,0.715
NCT01792518,glm,adj,sex,placebo,0.493,0.596,0.827,0.408,-0.675,1.661
NCT01792518,glm,adj,age10,placebo,-0.164,0.267,-0.613,0.54,-0.687,0.36
NCT02182830,glm,adj,(Intercept),placebo,-0.652,1.166,-0.559,0.576,-2.937,1.633
NCT02182830,glm,adj,sex,placebo,0.076,0.388,0.197,0.844,-0.684,0.837
NCT02182830,glm,adj,age10,placebo,-0.129,0.205,-0.63,0.529,-0.531,0.272
NCT02453555,glm,adj,(Intercept),placebo,-4.254,1.682,-2.529,0.011,-7.551,-0.957
NCT02453555,glm,adj,sex,placebo,-0.421,0.524,-0.803,0.422,-1.447,0.606
NCT02453555,glm,adj,age10,placebo,0.32,0.25,1.276,0.202,-0.171,0.81
NCT01064687,glm,adj,(Intercept),placebo,-1.597,0.562,-2.84,0.005,-2.699,-0.495
NCT01064687,glm,adj,sex,placebo,0.107,0.2,0.534,0.593,-0.285,0.499
NCT01064687,glm,adj,age10,placebo,-0.08,0.099,-0.802,0.422,-0.274,0.115
NCT01075282,glm,adj,(Intercept),insulin,-1.049,0.68,-1.542,0.123,-2.381,0.284
NCT01075282,glm,adj,sex,insulin,-0.417,0.234,-1.783,0.075,-0.876,0.041
NCT01075282,glm,adj,age10,insulin,-0.162,0.12,-1.345,0.179,-0.398,0.074
NCT01126580,glm,adj,(Intercept),biguanide,-0.636,0.482,-1.32,0.187,-1.58,0.308
NCT01126580,glm,adj,sex,biguanide,0.076,0.18,0.422,0.673,-0.277,0.429
NCT01126580,glm,adj,age10,biguanide,-0.15,0.086,-1.736,0.083,-0.319,0.019
NCT01191268,glm,adj,(Intercept),insulin,-0.582,0.558,-1.042,0.297,-1.677,0.512
NCT01191268,glm,adj,sex,insulin,0.064,0.174,0.369,0.712,-0.276,0.405
NCT01191268,glm,adj,age10,insulin,-0.157,0.093,-1.677,0.094,-0.34,0.026
NCT01558271,glm,adj,(Intercept),placebo,-1.283,0.955,-1.344,0.179,-3.154,0.588
NCT01558271,glm,adj,sex,placebo,-0.617,0.351,-1.759,0.078,-1.304,0.07
NCT01558271,glm,adj,age10,placebo,-0.089,0.16,-0.558,0.577,-0.404,0.225
NCT01621178,glm,adj,(Intercept),insulin,-1.181,0.849,-1.391,0.164,-2.844,0.483
NCT01621178,glm,adj,sex,insulin,0.332,0.228,1.459,0.145,-0.114,0.779
NCT01621178,glm,adj,age10,insulin,-0.097,0.13,-0.743,0.458,-0.352,0.158
NCT01648582,glm,adj,(Intercept),insulin,-3.18,0.752,-4.229,0,-4.653,-1.706
NCT01648582,glm,adj,sex,insulin,0.015,0.241,0.063,0.95,-0.457,0.487
NCT01648582,glm,adj,age10,insulin,0.176,0.128,1.377,0.168,-0.075,0.428
NCT01769378,glm,adj,(Intercept),placebo,-3.012,1.321,-2.281,0.023,-5.6,-0.424
NCT01769378,glm,adj,sex,placebo,1.282,0.462,2.772,0.006,0.376,2.188
NCT01769378,glm,adj,age10,placebo,-0.02,0.218,-0.093,0.926,-0.447,0.406
NCT02152371,glm,adj,(Intercept),placebo,-3.367,1.346,-2.501,0.012,-6.006,-0.729
NCT02152371,glm,adj,sex,placebo,0.508,0.425,1.195,0.232,-0.325,1.341
NCT02152371,glm,adj,age10,placebo,0.128,0.208,0.614,0.539,-0.28,0.536
NCT02597049,glm,adj,(Intercept),placebo,-1.304,1.519,-0.859,0.39,-4.281,1.672
NCT02597049,glm,adj,sex,placebo,-0.722,0.557,-1.296,0.195,-1.815,0.37
NCT02597049,glm,adj,age10,placebo,-0.303,0.271,-1.118,0.263,-0.834,0.228
NCT02750410,glm,adj,(Intercept),placebo,-3.356,1.608,-2.087,0.037,-6.508,-0.204
NCT02750410,glm,adj,sex,placebo,0.771,0.597,1.291,0.197,-0.4,1.942
NCT02750410,glm,adj,age10,placebo,0.118,0.254,0.463,0.643,-0.381,0.617
NCT00838903,glm,adj,(Intercept),placebo,0.081,0.366,0.22,0.826,-0.637,0.798
NCT00838903,glm,adj,sex,placebo,0.089,0.13,0.682,0.495,-0.166,0.344
NCT00838903,glm,adj,age10,placebo,-0.114,0.065,-1.739,0.082,-0.242,0.014
NCT00838916,glm,adj,(Intercept),insulin,0.163,0.456,0.357,0.721,-0.731,1.057
NCT00838916,glm,adj,sex,insulin,0.054,0.155,0.349,0.727,-0.249,0.357
NCT00838916,glm,adj,age10,insulin,-0.136,0.081,-1.679,0.093,-0.294,0.023
NCT00839527,glm,adj,(Intercept),placebo,-0.458,0.47,-0.976,0.329,-1.379,0.463
NCT00839527,glm,adj,sex,placebo,-0.144,0.157,-0.916,0.36,-0.452,0.164
NCT00839527,glm,adj,age10,placebo,0.059,0.083,0.707,0.479,-0.104,0.222
NCT00849017,glm,adj,(Intercept),placebo,1.193,0.579,2.061,0.039,0.059,2.327
NCT00849017,glm,adj,sex,placebo,0.18,0.244,0.739,0.46,-0.297,0.657
NCT00849017,glm,adj,age10,placebo,-0.328,0.108,-3.027,0.002,-0.54,-0.116
NCT00849056,glm,adj,(Intercept),placebo,1.142,0.701,1.629,0.103,-0.232,2.516
NCT00849056,glm,adj,sex,placebo,-0.405,0.244,-1.657,0.097,-0.884,0.074
NCT00849056,glm,adj,age10,placebo,-0.258,0.126,-2.052,0.04,-0.505,-0.012
NCT00976391,glm,adj,(Intercept),insulin,-0.095,0.732,-0.13,0.897,-1.53,1.34
NCT00976391,glm,adj,sex,insulin,0.038,0.242,0.159,0.874,-0.435,0.512
NCT00976391,glm,adj,age10,insulin,-0.313,0.132,-2.367,0.018,-0.571,-0.054
NCT01098539,glm,adj,(Intercept),dpp4,0.385,0.768,0.501,0.616,-1.121,1.891
NCT01098539,glm,adj,sex,dpp4,-0.365,0.213,-1.714,0.087,-0.782,0.052
NCT01098539,glm,adj,age10,dpp4,-0.214,0.122,-1.749,0.08,-0.453,0.026
NCT01733758,glm,adj,(Intercept),placebo,-0.864,0.937,-0.922,0.356,-2.7,0.972
NCT01733758,glm,adj,sex,placebo,-0.484,0.326,-1.484,0.138,-1.123,0.155
NCT01733758,glm,adj,age10,placebo,-0.166,0.152,-1.09,0.276,-0.464,0.132
NCT02229227,glm,adj,(Intercept),insulin,-2.146,0.649,-3.307,0.001,-3.418,-0.874
NCT02229227,glm,adj,sex,insulin,0.108,0.204,0.528,0.598,-0.292,0.508
NCT02229227,glm,adj,age10,insulin,0.045,0.109,0.414,0.679,-0.169,0.259
NCT00968812,glm,adj,(Intercept),sulf,-0.619,0.339,-1.827,0.068,-1.282,0.045
NCT00968812,glm,adj,sex,sulf,-0.202,0.112,-1.802,0.072,-0.422,0.018
NCT00968812,glm,adj,age10,sulf,-0.002,0.06,-0.025,0.98,-0.12,0.117
NCT01081834,glm,adj,(Intercept),placebo,-0.134,0.517,-0.26,0.795,-1.147,0.879
NCT01081834,glm,adj,sex,placebo,-0.231,0.2,-1.153,0.249,-0.623,0.161
NCT01081834,glm,adj,age10,placebo,-0.179,0.092,-1.934,0.053,-0.359,0.002
NCT01106625,glm,adj,(Intercept),placebo,-0.748,0.61,-1.228,0.22,-1.943,0.446
NCT01106625,glm,adj,sex,placebo,0.151,0.195,0.775,0.438,-0.232,0.535
NCT01106625,glm,adj,age10,placebo,0,0.105,0.004,0.997,-0.206,0.207
NCT01106651,glm,adj,(Intercept),placebo,-2.392,0.853,-2.805,0.005,-4.063,-0.721
NCT01106651,glm,adj,sex,placebo,-0.258,0.169,-1.526,0.127,-0.589,0.073
NCT01106651,glm,adj,age10,placebo,0.244,0.133,1.835,0.066,-0.017,0.504
NCT01106677,glm,adj,(Intercept),placebo,-1.07,0.401,-2.67,0.008,-1.856,-0.285
NCT01106677,glm,adj,sex,placebo,-0.086,0.139,-0.618,0.537,-0.357,0.186
NCT01106677,glm,adj,age10,placebo,-0.045,0.073,-0.62,0.535,-0.187,0.097
NCT01106690,glm,adj,(Intercept),placebo,-1.61,0.743,-2.167,0.03,-3.065,-0.154
NCT01106690,glm,adj,sex,placebo,0.04,0.268,0.15,0.881,-0.485,0.565
NCT01106690,glm,adj,age10,placebo,0.071,0.128,0.552,0.581,-0.181,0.323
NCT01137812,glm,adj,(Intercept),dpp4,-0.47,0.461,-1.019,0.308,-1.375,0.434
NCT01137812,glm,adj,sex,dpp4,-0.203,0.15,-1.35,0.177,-0.497,0.092
NCT01137812,glm,adj,age10,dpp4,0.021,0.079,0.267,0.79,-0.134,0.176
NCT01381900,glm,adj,(Intercept),placebo,-2.011,0.904,-2.225,0.026,-3.782,-0.24
NCT01381900,glm,adj,sex,placebo,0.205,0.37,0.553,0.58,-0.521,0.931
NCT01381900,glm,adj,age10,placebo,-0.231,0.178,-1.294,0.196,-0.58,0.119
NCT01809327,glm,adj,(Intercept),biguanide,-2.754,0.662,-4.159,0,-4.053,-1.456
NCT01809327,glm,adj,sex,biguanide,0.591,0.244,2.423,0.015,0.113,1.07
NCT01809327,glm,adj,age10,biguanide,0.07,0.119,0.593,0.553,-0.163,0.303
NCT02025907,glm,adj,(Intercept),placebo,-1.06,1.038,-1.021,0.307,-3.094,0.974
NCT02025907,glm,adj,sex,placebo,0.367,0.365,1.005,0.315,-0.348,1.081
NCT02025907,glm,adj,age10,placebo,-0.116,0.177,-0.656,0.512,-0.462,0.23
NCT00688701,glm,adj,(Intercept),placebo,-2.265,1.006,-2.252,0.024,-4.237,-0.293
NCT00688701,glm,adj,sex,placebo,-0.061,0.381,-0.159,0.874,-0.808,0.687
NCT00688701,glm,adj,age10,placebo,-0.019,0.181,-0.105,0.916,-0.374,0.336
NCT00712673,glm,adj,(Intercept),placebo,-1.953,0.524,-3.728,0,-2.98,-0.926
NCT00712673,glm,adj,sex,placebo,-0.077,0.18,-0.426,0.67,-0.43,0.277
NCT00712673,glm,adj,age10,placebo,0.16,0.093,1.717,0.086,-0.023,0.342
NCT00713830,glm,adj,(Intercept),placebo,-0.771,0.447,-1.727,0.084,-1.647,0.104
NCT00713830,glm,adj,sex,placebo,-0.144,0.149,-0.967,0.333,-0.437,0.148
NCT00713830,glm,adj,age10,placebo,0,0.075,-0.001,0.999,-0.148,0.147
NCT00715624,glm,adj,(Intercept),placebo,-0.401,0.58,-0.691,0.489,-1.538,0.736
NCT00715624,glm,adj,sex,placebo,0.054,0.191,0.281,0.779,-0.321,0.428
NCT00715624,glm,adj,age10,placebo,-0.053,0.1,-0.536,0.592,-0.248,0.142
NCT00763451,glm,adj,(Intercept),placebo,-2.426,0.715,-3.393,0.001,-3.828,-1.025
NCT00763451,glm,adj,sex,placebo,-0.032,0.225,-0.144,0.885,-0.473,0.408
NCT00763451,glm,adj,age10,placebo,0.201,0.122,1.65,0.099,-0.038,0.44
NCT00763815,glm,adj,(Intercept),placebo,0.002,0.603,0.003,0.998,-1.18,1.184
NCT00763815,glm,adj,sex,placebo,0.093,0.204,0.457,0.647,-0.306,0.493
NCT00763815,glm,adj,age10,placebo,-0.179,0.108,-1.659,0.097,-0.39,0.032
NCT00866658,glm,adj,(Intercept),placebo,-6.028,1.386,-4.351,0,-8.744,-3.313
NCT00866658,glm,adj,sex,placebo,-0.038,0.376,-0.101,0.919,-0.776,0.7
NCT00866658,glm,adj,age10,placebo,0.645,0.215,2.993,0.003,0.223,1.067
NCT00975286,glm,adj,(Intercept),placebo,-2.512,0.962,-2.612,0.009,-4.397,-0.627
NCT00975286,glm,adj,sex,placebo,0.17,0.329,0.519,0.604,-0.474,0.815
NCT00975286,glm,adj,age10,placebo,0.024,0.166,0.144,0.886,-0.301,0.348
NCT00976937,glm,adj,(Intercept),dpp4,-2.376,1.798,-1.321,0.186,-5.9,1.149
NCT00976937,glm,adj,sex,dpp4,0.191,0.41,0.465,0.642,-0.614,0.995
NCT00976937,glm,adj,age10,dpp4,-0.02,0.407,-0.049,0.961,-0.817,0.778
NCT01169779,glm,adj,(Intercept),placebo,-3.387,1.21,-2.799,0.005,-5.758,-1.015
NCT01169779,glm,adj,sex,placebo,0.011,0.407,0.026,0.979,-0.788,0.809
NCT01169779,glm,adj,age10,placebo,0.141,0.203,0.695,0.487,-0.257,0.54
NCT01632163,glm,adj,(Intercept),placebo,-1.886,1.282,-1.471,0.141,-4.399,0.628
NCT01632163,glm,adj,sex,placebo,-0.399,0.414,-0.964,0.335,-1.211,0.412
NCT01632163,glm,adj,age10,placebo,-0.003,0.222,-0.015,0.988,-0.439,0.433
NCT01768559,glm,adj,(Intercept),insulin,-4.288,0.987,-4.344,0,-6.223,-2.353
NCT01768559,glm,adj,sex,insulin,0.099,0.273,0.362,0.717,-0.436,0.633
NCT01768559,glm,adj,age10,insulin,0.26,0.159,1.638,0.101,-0.051,0.571
NCT01798706,glm,adj,(Intercept),placebo,-6.078,3.17,-1.917,0.055,-12.292,0.136
NCT01798706,glm,adj,sex,placebo,-0.35,0.353,-0.991,0.322,-1.042,0.342
NCT01798706,glm,adj,age10,placebo,0.563,0.422,1.333,0.183,-0.265,1.39
NCT00286429,glm,adj,(Intercept),placebo,1.615,0.594,2.718,0.007,0.45,2.78
NCT00286429,glm,adj,sex,placebo,-0.192,0.215,-0.895,0.371,-0.613,0.229
NCT00286429,glm,adj,age10,placebo,-0.324,0.106,-3.047,0.002,-0.532,-0.116
NCT00286442,glm,adj,(Intercept),placebo,-1.085,0.588,-1.844,0.065,-2.238,0.068
NCT00286442,glm,adj,sex,placebo,-0.139,0.222,-0.626,0.531,-0.573,0.296
NCT00286442,glm,adj,age10,placebo,-0.045,0.105,-0.429,0.668,-0.25,0.16
NCT00286455,glm,adj,(Intercept),placebo,1.24,0.7,1.771,0.077,-0.133,2.612
NCT00286455,glm,adj,sex,placebo,-0.111,0.277,-0.4,0.689,-0.653,0.431
NCT00286455,glm,adj,age10,placebo,-0.475,0.135,-3.528,0,-0.738,-0.211
NCT00286468,glm,adj,(Intercept),placebo,0.833,0.528,1.578,0.115,-0.202,1.867
NCT00286468,glm,adj,sex,placebo,-0.598,0.205,-2.919,0.004,-1,-0.197
NCT00286468,glm,adj,age10,placebo,-0.271,0.092,-2.957,0.003,-0.45,-0.091
NCT00286494,glm,adj,(Intercept),placebo,-0.275,0.63,-0.436,0.663,-1.51,0.961
NCT00286494,glm,adj,sex,placebo,-0.179,0.225,-0.794,0.427,-0.62,0.262
NCT00286494,glm,adj,age10,placebo,-0.171,0.111,-1.545,0.122,-0.388,0.046
NCT00707993,glm,adj,(Intercept),sulf,3.272,1.659,1.973,0.049,0.021,6.524
NCT00707993,glm,adj,sex,sulf,0.114,0.195,0.584,0.559,-0.269,0.497
NCT00707993,glm,adj,age10,sulf,-0.525,0.237,-2.213,0.027,-0.991,-0.06
NCT00856284,glm,adj,(Intercept),sulf,0.679,0.231,2.938,0.003,0.226,1.131
NCT00856284,glm,adj,sex,sulf,-0.014,0.078,-0.177,0.859,-0.167,0.139
NCT00856284,glm,adj,age10,sulf,-0.141,0.041,-3.469,0.001,-0.22,-0.061
NCT01023581,glm,adj,(Intercept),placebo,-0.656,0.549,-1.194,0.233,-1.733,0.421
NCT01023581,glm,adj,sex,placebo,0.253,0.201,1.259,0.208,-0.141,0.647
NCT01023581,glm,adj,age10,placebo,-0.125,0.1,-1.25,0.211,-0.321,0.071
NCT01289119,glm,adj,(Intercept),placebo,-0.669,0.915,-0.731,0.465,-2.463,1.124
NCT01289119,glm,adj,sex,placebo,-0.052,0.337,-0.154,0.878,-0.713,0.609
NCT01289119,glm,adj,age10,placebo,-0.337,0.168,-2.001,0.045,-0.667,-0.007
NCT01632007,glm,adj,(Intercept),placebo,-5.197,1.937,-2.683,0.007,-8.993,-1.401
NCT01632007,glm,adj,sex,placebo,1.632,1.045,1.561,0.118,-0.417,3.681
NCT01632007,glm,adj,age10,placebo,0.189,0.267,0.71,0.478,-0.333,0.712
NCT01890122,glm,adj,(Intercept),placebo,0.802,0.593,1.353,0.176,-0.36,1.964
NCT01890122,glm,adj,sex,placebo,-0.446,0.215,-2.079,0.038,-0.867,-0.026
NCT01890122,glm,adj,age10,placebo,-0.317,0.107,-2.965,0.003,-0.527,-0.108
NCT01217892,cox,int,sglt2,placebo,-7.574,2.531,-2.992,0.003,-12.535,-2.613
NCT01217892,cox,int,sex,placebo,-1.035,0.819,-1.264,0.206,-2.641,0.571
NCT01217892,cox,int,age10,placebo,-0.223,0.342,-0.651,0.515,-0.893,0.448
NCT01217892,cox,int,sglt2:sex,placebo,1.727,0.948,1.821,0.069,-0.132,3.585
NCT01217892,cox,int,sglt2:age10,placebo,1.144,0.431,2.655,0.008,0.3,1.989
NCT01606007,cox,int,sglt2,dpp4,-0.859,1.931,-0.445,0.656,-4.645,2.926
NCT01606007,cox,int,sex,dpp4,-0.795,0.615,-1.294,0.196,-2,0.41
NCT01606007,cox,int,age10,dpp4,-0.304,0.25,-1.213,0.225,-0.794,0.187
NCT01606007,cox,int,sglt2:sex,dpp4,1.009,0.831,1.214,0.225,-0.62,2.638
NCT01606007,cox,int,sglt2:age10,dpp4,0.097,0.375,0.258,0.796,-0.639,0.833
NCT01619059,cox,int,dpp4,placebo,8.278,3.673,2.253,0.024,1.078,15.477
NCT01619059,cox,int,sex,placebo,0.248,0.825,0.3,0.764,-1.369,1.864
NCT01619059,cox,int,age10,placebo,0.901,0.504,1.786,0.074,-0.088,1.889
NCT01619059,cox,int,dpp4:sex,placebo,0.046,1.063,0.044,0.965,-2.037,2.13
NCT01619059,cox,int,dpp4:age10,placebo,-1.37,0.597,-2.297,0.022,-2.54,-0.201
NCT02471404,cox,int,sglt2,sulf,-6.007,2.581,-2.327,0.02,-11.066,-0.948
NCT02471404,cox,int,sex,sulf,0.535,0.662,0.809,0.419,-0.762,1.833
NCT02471404,cox,int,age10,sulf,-0.623,0.333,-1.871,0.061,-1.275,0.03
NCT02471404,cox,int,sglt2:sex,sulf,0.391,0.921,0.424,0.671,-1.415,2.196
NCT02471404,cox,int,sglt2:age10,sulf,1.042,0.438,2.38,0.017,0.184,1.899
NCT02681094,cox,int,sglt2,dpp4,-0.329,2.266,-0.145,0.885,-4.771,4.113
NCT02681094,cox,int,sex,dpp4,1.171,0.813,1.44,0.15,-0.422,2.764
NCT02681094,cox,int,age10,dpp4,-0.345,0.289,-1.192,0.233,-0.911,0.222
NCT02681094,cox,int,sglt2:sex,dpp4,-1.682,1.014,-1.659,0.097,-3.67,0.305
NCT02681094,cox,int,sglt2:age10,dpp4,0.316,0.386,0.82,0.412,-0.44,1.072
NCT00601250,cox,int,dpp4,placebo,3.631,1.916,1.895,0.058,-0.124,7.386
NCT00601250,cox,int,sex,placebo,0.074,0.543,0.137,0.891,-0.989,1.138
NCT00601250,cox,int,age10,placebo,0.36,0.269,1.339,0.18,-0.167,0.887
NCT00601250,cox,int,dpp4:sex,placebo,-0.507,0.632,-0.803,0.422,-1.746,0.731
NCT00601250,cox,int,dpp4:age10,placebo,-0.601,0.311,-1.929,0.054,-1.211,0.01
NCT00602472,cox,int,dpp4,placebo,0.171,1.625,0.105,0.916,-3.014,3.355
NCT00602472,cox,int,sex,placebo,0.192,0.437,0.438,0.661,-0.665,1.049
NCT00602472,cox,int,age10,placebo,0.066,0.236,0.279,0.78,-0.397,0.529
NCT00602472,cox,int,dpp4:sex,placebo,0.019,0.51,0.037,0.97,-0.981,1.019
NCT00602472,cox,int,dpp4:age10,placebo,-0.045,0.271,-0.164,0.869,-0.576,0.486
NCT00621140,cox,int,dpp4,placebo,-0.579,1.793,-0.323,0.747,-4.093,2.935
NCT00621140,cox,int,sex,placebo,0.569,0.528,1.079,0.281,-0.465,1.603
NCT00621140,cox,int,age10,placebo,-0.376,0.244,-1.539,0.124,-0.854,0.103
NCT00621140,cox,int,dpp4:sex,placebo,-0.41,0.709,-0.578,0.563,-1.799,0.979
NCT00621140,cox,int,dpp4:age10,placebo,0.051,0.335,0.151,0.88,-0.606,0.708
NCT00622284,cox,int,dpp4,sulf,0.523,0.707,0.74,0.459,-0.862,1.908
NCT00622284,cox,int,sex,sulf,-0.258,0.154,-1.673,0.094,-0.561,0.044
NCT00622284,cox,int,age10,sulf,0.084,0.084,1.003,0.316,-0.08,0.248
NCT00622284,cox,int,dpp4:sex,sulf,0.441,0.216,2.041,0.041,0.018,0.865
NCT00622284,cox,int,dpp4:age10,sulf,-0.115,0.114,-1.009,0.313,-0.34,0.109
NCT00641043,cox,int,dpp4,placebo,2.676,2.283,1.172,0.241,-1.799,7.151
NCT00641043,cox,int,sex,placebo,-0.147,0.476,-0.309,0.757,-1.081,0.786
NCT00641043,cox,int,age10,placebo,0.571,0.249,2.293,0.022,0.083,1.059
NCT00641043,cox,int,dpp4:sex,placebo,0.278,0.743,0.374,0.708,-1.179,1.735
NCT00641043,cox,int,dpp4:age10,placebo,-0.665,0.376,-1.768,0.077,-1.402,0.072
NCT00654381,cox,int,dpp4,placebo,-3.003,4.745,-0.633,0.527,-12.303,6.297
NCT00654381,cox,int,agluc,placebo,-3.812,5.308,-0.718,0.473,-14.216,6.592
NCT00654381,cox,int,sex,placebo,-1.713,1.231,-1.391,0.164,-4.126,0.7
NCT00654381,cox,int,age10,placebo,-0.339,0.765,-0.443,0.658,-1.838,1.16
NCT00654381,cox,int,dpp4:sex,placebo,2.575,1.382,1.863,0.062,-0.133,5.283
NCT00654381,cox,int,agluc:sex,placebo,0.694,1.483,0.468,0.64,-2.213,3.6
NCT00654381,cox,int,dpp4:age10,placebo,0.324,0.8,0.405,0.685,-1.243,1.892
NCT00654381,cox,int,agluc:age10,placebo,0.597,0.9,0.664,0.507,-1.166,2.36
NCT00740051,cox,int,dpp4,placebo,3.477,1.954,1.78,0.075,-0.352,7.307
NCT00740051,cox,int,sex,placebo,0.67,0.48,1.398,0.162,-0.27,1.611
NCT00740051,cox,int,age10,placebo,0.437,0.271,1.614,0.106,-0.094,0.968
NCT00740051,cox,int,dpp4:sex,placebo,1.026,0.621,1.654,0.098,-0.19,2.243
NCT00740051,cox,int,dpp4:age10,placebo,-0.739,0.322,-2.296,0.022,-1.37,-0.108
NCT00798161,cox,int,biguanide,placebo,-1.609,1.606,-1.002,0.316,-4.758,1.539
NCT00798161,cox,int,dpp4,placebo,-2.197,1.818,-1.208,0.227,-5.76,1.366
NCT00798161,cox,int,sex,placebo,0.252,0.478,0.526,0.599,-0.686,1.189
NCT00798161,cox,int,age10,placebo,-0.117,0.233,-0.502,0.616,-0.574,0.34
NCT00798161,cox,int,biguanide:sex,placebo,-0.308,0.582,-0.53,0.596,-1.448,0.832
NCT00798161,cox,int,dpp4:sex,placebo,-0.422,0.649,-0.65,0.515,-1.694,0.85
NCT00798161,cox,int,biguanide:age10,placebo,0.179,0.278,0.644,0.52,-0.366,0.724
NCT00798161,cox,int,dpp4:age10,placebo,0.313,0.308,1.015,0.31,-0.291,0.916
NCT00800683,cox,int,dpp4,placebo,-3.173,2.013,-1.577,0.115,-7.118,0.772
NCT00800683,cox,int,sex,placebo,-0.217,0.489,-0.444,0.657,-1.174,0.741
NCT00800683,cox,int,age10,placebo,-0.625,0.205,-3.049,0.002,-1.027,-0.223
NCT00800683,cox,int,dpp4:sex,placebo,0.586,0.718,0.815,0.415,-0.822,1.993
NCT00800683,cox,int,dpp4:age10,placebo,0.464,0.312,1.488,0.137,-0.147,1.076
NCT00819091,cox,int,dpp4,placebo,-1.927,2.982,-0.646,0.518,-7.772,3.918
NCT00819091,cox,int,sex,placebo,-0.249,0.764,-0.325,0.745,-1.746,1.249
NCT00819091,cox,int,age10,placebo,0.058,0.369,0.158,0.874,-0.664,0.781
NCT00819091,cox,int,dpp4:sex,placebo,0.34,0.992,0.342,0.732,-1.605,2.284
NCT00819091,cox,int,dpp4:age10,placebo,0.239,0.5,0.478,0.633,-0.742,1.22
NCT00915772,cox,int,dpp4,biguanide,0.014,1.264,0.011,0.991,-2.464,2.492
NCT00915772,cox,int,sex,biguanide,-0.179,0.335,-0.534,0.594,-0.834,0.477
NCT00915772,cox,int,age10,biguanide,0.131,0.156,0.84,0.401,-0.175,0.437
NCT00915772,cox,int,dpp4:sex,biguanide,0.024,0.446,0.053,0.958,-0.851,0.898
NCT00915772,cox,int,dpp4:age10,biguanide,-0.011,0.212,-0.051,0.959,-0.426,0.404
NCT00954447,cox,int,dpp4,placebo,1.333,0.908,1.468,0.142,-0.447,3.112
NCT00954447,cox,int,sex,placebo,0.187,0.194,0.966,0.334,-0.193,0.567
NCT00954447,cox,int,age10,placebo,0.11,0.099,1.107,0.268,-0.085,0.305
NCT00954447,cox,int,dpp4:sex,placebo,-0.048,0.293,-0.164,0.87,-0.623,0.527
NCT00954447,cox,int,dpp4:age10,placebo,-0.267,0.147,-1.824,0.068,-0.555,0.02
NCT00996658,cox,int,dpp4,placebo,0.704,2.345,0.3,0.764,-3.893,5.301
NCT00996658,cox,int,sex,placebo,1.476,0.777,1.901,0.057,-0.046,2.998
NCT00996658,cox,int,age10,placebo,0.308,0.316,0.977,0.329,-0.31,0.927
NCT00996658,cox,int,dpp4:sex,placebo,-1.459,0.91,-1.603,0.109,-3.243,0.325
NCT00996658,cox,int,dpp4:age10,placebo,-0.002,0.398,-0.004,0.997,-0.781,0.778
NCT01084005,cox,int,dpp4,placebo,5.341,9.962,0.536,0.592,-14.184,24.867
NCT01084005,cox,int,sex,placebo,0.982,1.123,0.875,0.382,-1.219,3.183
NCT01084005,cox,int,age10,placebo,-0.352,1.119,-0.315,0.753,-2.546,1.841
NCT01084005,cox,int,dpp4:sex,placebo,-1.198,1.247,-0.961,0.337,-3.641,1.246
NCT01084005,cox,int,dpp4:age10,placebo,-0.543,1.341,-0.405,0.685,-3.172,2.086
NCT01087502,cox,int,dpp4,placebo,1.49,1.949,0.764,0.445,-2.331,5.311
NCT01087502,cox,int,sex,placebo,-0.018,0.375,-0.048,0.962,-0.753,0.717
NCT01087502,cox,int,age10,placebo,-0.156,0.192,-0.812,0.417,-0.532,0.22
NCT01087502,cox,int,dpp4:sex,placebo,-0.265,0.605,-0.438,0.661,-1.451,0.921
NCT01087502,cox,int,dpp4:age10,placebo,-0.291,0.294,-0.988,0.323,-0.868,0.286
NCT01159600,cox,int,sglt2,placebo,1.23,1.233,0.997,0.319,-1.187,3.647
NCT01159600,cox,int,sex,placebo,-0.05,0.299,-0.168,0.867,-0.636,0.535
NCT01159600,cox,int,age10,placebo,0.221,0.161,1.374,0.169,-0.094,0.537
NCT01159600,cox,int,sglt2:sex,placebo,-0.286,0.397,-0.72,0.472,-1.064,0.492
NCT01159600,cox,int,sglt2:age10,placebo,-0.271,0.21,-1.291,0.197,-0.682,0.14
NCT01164501,cox,int,sglt2,placebo,-1.913,1.596,-1.199,0.231,-5.041,1.215
NCT01164501,cox,int,sex,placebo,0.416,0.33,1.263,0.206,-0.23,1.062
NCT01164501,cox,int,age10,placebo,-0.174,0.182,-0.953,0.34,-0.531,0.183
NCT01164501,cox,int,sglt2:sex,placebo,-0.151,0.446,-0.338,0.735,-1.024,0.723
NCT01164501,cox,int,sglt2:age10,placebo,0.3,0.245,1.223,0.221,-0.181,0.78
