nct_id,modeltype,row,col,value
NCT00838903,cox_int,dpp4,glp1:sex,-0.043
NCT00838903,cox_int,sulf,glp1:sex,-0.043
NCT00838903,cox_int,sex,glp1:sex,-0.844
NCT00838903,cox_int,age10,glp1:sex,0.101
NCT00838903,cox_int,glp1,dpp4:sex,-0.042
NCT00838903,cox_int,dpp4,dpp4:sex,-0.09
NCT00838903,cox_int,sulf,dpp4:sex,-0.043
NCT00838903,cox_int,sex,dpp4:sex,-0.845
NCT00838903,cox_int,age10,dpp4:sex,0.102
NCT00838903,cox_int,glp1:sex,dpp4:sex,0.713
NCT00838903,cox_int,glp1,sulf:sex,-0.042
NCT00838903,cox_int,dpp4,sulf:sex,-0.044
NCT00838903,cox_int,sulf,sulf:sex,-0.077
NCT00838903,cox_int,sex,sulf:sex,-0.849
NCT00838903,cox_int,age10,sulf:sex,0.102
NCT00838903,cox_int,glp1:sex,sulf:sex,0.717
NCT00838903,cox_int,dpp4:sex,sulf:sex,0.718
NCT00838903,cox_int,glp1,glp1:age10,-0.97
NCT00838903,cox_int,dpp4,glp1:age10,-0.688
NCT00838903,cox_int,sulf,glp1:age10,-0.684
NCT00838903,cox_int,sex,glp1:age10,0.1
NCT00838903,cox_int,age10,glp1:age10,-0.829
NCT00838903,cox_int,glp1:sex,glp1:age10,-0.066
NCT00838903,cox_int,dpp4:sex,glp1:age10,-0.084
NCT00838903,cox_int,sulf:sex,glp1:age10,-0.084
NCT00838903,cox_int,glp1,dpp4:age10,-0.682
NCT00838903,cox_int,dpp4,dpp4:age10,-0.969
NCT00838903,cox_int,sulf,dpp4:age10,-0.699
NCT00838903,cox_int,sex,dpp4:age10,0.102
NCT00838903,cox_int,age10,dpp4:age10,-0.847
NCT00838903,cox_int,glp1:sex,dpp4:age10,-0.086
NCT00838903,cox_int,dpp4:sex,dpp4:age10,-0.085
NCT00838903,cox_int,sulf:sex,dpp4:age10,-0.086
NCT00838903,cox_int,glp1:age10,dpp4:age10,0.702
NCT00838903,cox_int,glp1,sulf:age10,-0.679
NCT00838903,cox_int,dpp4,sulf:age10,-0.7
NCT00838903,cox_int,sulf,sulf:age10,-0.969
NCT00838903,cox_int,sex,sulf:age10,0.101
NCT00838903,cox_int,age10,sulf:age10,-0.842
NCT00838903,cox_int,glp1:sex,sulf:age10,-0.085
NCT00838903,cox_int,dpp4:sex,sulf:age10,-0.085
NCT00838903,cox_int,sulf:sex,sulf:age10,-0.101
NCT00838903,cox_int,glp1:age10,sulf:age10,0.698
NCT00838903,cox_int,dpp4:age10,sulf:age10,0.713
NCT00838916,cox_int,glp1,sex,0.173
NCT00838916,cox_int,glp1,age10,0.801
NCT00838916,cox_int,sex,age10,0.022
NCT00838916,cox_int,glp1,glp1:sex,-0.18
NCT00838916,cox_int,sex,glp1:sex,-0.843
NCT00838916,cox_int,age10,glp1:sex,-0.019
NCT00838916,cox_int,glp1,glp1:age10,-0.967
NCT00838916,cox_int,sex,glp1:age10,-0.018
NCT00838916,cox_int,age10,glp1:age10,-0.833
NCT00838916,cox_int,glp1:sex,glp1:age10,-0.008
NCT00839527,cox_int,glp1,thia,0.658
NCT00839527,cox_int,glp1,sex,0.054
NCT00839527,cox_int,thia,sex,0.053
NCT00839527,cox_int,glp1,age10,0.786
NCT00839527,cox_int,thia,age10,0.778
NCT00839527,cox_int,sex,age10,-0.147
NCT00839527,cox_int,glp1,glp1:sex,-0.086
NCT00839527,cox_int,thia,glp1:sex,-0.044
NCT00839527,cox_int,sex,glp1:sex,-0.826
NCT00839527,cox_int,age10,glp1:sex,0.122
NCT00839527,cox_int,glp1,thia:sex,-0.044
NCT00839527,cox_int,thia,thia:sex,-0.096
NCT00839527,cox_int,sex,thia:sex,-0.823
NCT00839527,cox_int,age10,thia:sex,0.121
NCT00839527,cox_int,glp1:sex,thia:sex,0.68
NCT00839527,cox_int,glp1,glp1:age10,-0.966
NCT00839527,cox_int,thia,glp1:age10,-0.632
NCT00839527,cox_int,sex,glp1:age10,0.12
NCT00839527,cox_int,age10,glp1:age10,-0.813
NCT00839527,cox_int,glp1:sex,glp1:age10,-0.113
NCT00839527,cox_int,thia:sex,glp1:age10,-0.098
NCT00839527,cox_int,glp1,thia:age10,-0.64
NCT00839527,cox_int,thia,thia:age10,-0.967
NCT00839527,cox_int,sex,thia:age10,0.12
NCT00839527,cox_int,age10,thia:age10,-0.814
NCT00839527,cox_int,glp1:sex,thia:age10,-0.099
NCT00839527,cox_int,thia:sex,thia:age10,-0.098
NCT00839527,cox_int,glp1:age10,thia:age10,0.661
NCT00849017,cox_int,glp1,sex,0.194
NCT00849017,cox_int,glp1,age10,0.755
NCT00849017,cox_int,sex,age10,-0.039
NCT00849017,cox_int,glp1,glp1:sex,-0.182
NCT00849017,cox_int,sex,glp1:sex,-0.803
NCT00849017,cox_int,age10,glp1:sex,0.031
NCT00849017,cox_int,glp1,glp1:age10,-0.94
NCT00849017,cox_int,sex,glp1:age10,0.031
NCT00849017,cox_int,age10,glp1:age10,-0.785
NCT00849017,cox_int,glp1:sex,glp1:age10,-0.086
NCT00849056,cox_int,glp1,sex,0.08
NCT00849056,cox_int,glp1,age10,0.667
NCT00849056,cox_int,sex,age10,-0.051
NCT00849056,cox_int,glp1,glp1:sex,-0.097
NCT00849056,cox_int,sex,glp1:sex,-0.658
NCT00849056,cox_int,age10,glp1:sex,0.034
NCT00849056,cox_int,glp1,glp1:age10,-0.966
NCT00849056,cox_int,sex,glp1:age10,0.036
NCT00849056,cox_int,age10,glp1:age10,-0.688
NCT00849056,cox_int,glp1:sex,glp1:age10,-0.096
NCT00976391,cox_int,glp1,sex,0.084
NCT00976391,cox_int,glp1,age10,0.757
NCT00976391,cox_int,sex,age10,-0.076
NCT00976391,cox_int,glp1,glp1:sex,-0.177
NCT00976391,cox_int,sex,glp1:sex,-0.705
NCT00976391,cox_int,age10,glp1:sex,0.061
NCT00976391,cox_int,glp1,glp1:age10,-0.97
NCT00976391,cox_int,sex,glp1:age10,0.061
NCT00976391,cox_int,age10,glp1:age10,-0.761
NCT00976391,cox_int,glp1:sex,glp1:age10,0.014
NCT01098539,cox_int,glp1,sex,-0.012
NCT01098539,cox_int,glp1,age10,0.611
NCT01098539,cox_int,sex,age10,-0.144
NCT01098539,cox_int,glp1,glp1:sex,-0.057
NCT01098539,cox_int,sex,glp1:sex,-0.666
NCT01098539,cox_int,age10,glp1:sex,0.096
NCT01098539,cox_int,glp1,glp1:age10,-0.981
NCT01098539,cox_int,sex,glp1:age10,0.09
NCT01098539,cox_int,age10,glp1:age10,-0.62
NCT01098539,cox_int,glp1:sex,glp1:age10,-0.078
NCT01733758,cox_int,glp1,sex,0.327
NCT01733758,cox_int,glp1,age10,0.729
NCT01733758,cox_int,sex,age10,0.18
NCT01733758,cox_int,glp1,glp1:sex,-0.381
NCT01733758,cox_int,sex,glp1:sex,-0.836
NCT01733758,cox_int,age10,glp1:sex,-0.15
NCT01733758,cox_int,glp1,glp1:age10,-0.954
NCT01733758,cox_int,sex,glp1:age10,-0.143
NCT01733758,cox_int,age10,glp1:age10,-0.794
NCT01733758,cox_int,glp1:sex,glp1:age10,0.152
NCT02229227,cox_int,glp1,sex,0.077
NCT02229227,cox_int,glp1,age10,0.666
NCT02229227,cox_int,sex,age10,-0.052
NCT02229227,cox_int,glp1,glp1:sex,-0.107
NCT02229227,cox_int,sex,glp1:sex,-0.681
NCT02229227,cox_int,age10,glp1:sex,0.023
NCT02229227,cox_int,glp1,glp1:age10,-0.976
NCT02229227,cox_int,sex,glp1:age10,0.043
NCT02229227,cox_int,age10,glp1:age10,-0.678
NCT02229227,cox_int,glp1:sex,glp1:age10,-0.044
NCT00968812,cox_int,sglt2,sex,0.149
NCT00968812,cox_int,sglt2,age10,0.79
NCT00968812,cox_int,sex,age10,0.023
NCT00968812,cox_int,sglt2,sglt2:sex,-0.161
NCT00968812,cox_int,sex,sglt2:sex,-0.799
NCT00968812,cox_int,age10,sglt2:sex,-0.019
NCT00968812,cox_int,sglt2,sglt2:age10,-0.974
NCT00968812,cox_int,sex,sglt2:age10,-0.019
NCT00968812,cox_int,age10,sglt2:age10,-0.811
NCT00968812,cox_int,sglt2:sex,sglt2:age10,0.001
NCT01081834,cox_int,sglt2,sex,0.081
NCT01081834,cox_int,sglt2,age10,0.688
NCT01081834,cox_int,sex,age10,-0.057
NCT01081834,cox_int,sglt2,sglt2:sex,-0.124
NCT01081834,cox_int,sex,sglt2:sex,-0.748
NCT01081834,cox_int,age10,sglt2:sex,0.045
NCT01081834,cox_int,sglt2,sglt2:age10,-0.967
NCT01081834,cox_int,sex,sglt2:age10,0.043
NCT01081834,cox_int,age10,sglt2:age10,-0.722
NCT01081834,cox_int,sglt2:sex,sglt2:age10,-0.04
NCT01106625,cox_int,sglt2,sex,0.105
NCT01106625,cox_int,sglt2,age10,0.8
NCT01106625,cox_int,sex,age10,-0.016
NCT01106625,cox_int,sglt2,sglt2:sex,-0.145
NCT01106625,cox_int,sex,sglt2:sex,-0.762
NCT01106625,cox_int,age10,sglt2:sex,0.012
NCT01106625,cox_int,sglt2,sglt2:age10,-0.976
NCT01106625,cox_int,sex,sglt2:age10,0.013
NCT01106625,cox_int,age10,sglt2:age10,-0.825
NCT01106625,cox_int,sglt2:sex,sglt2:age10,-0.013
NCT01106651,cox_int,sglt2,sex,-0.005
NCT01106651,cox_int,sglt2,age10,0.753
NCT01106651,cox_int,sex,age10,-0.127
NCT01106651,cox_int,sglt2,sglt2:sex,-0.012
NCT01106651,cox_int,sex,sglt2:sex,-0.771
NCT01106651,cox_int,age10,sglt2:sex,0.098
NCT01106651,cox_int,sglt2,sglt2:age10,-0.989
NCT01106651,cox_int,sex,sglt2:age10,0.097
NCT01106651,cox_int,age10,sglt2:age10,-0.765
NCT01106651,cox_int,sglt2:sex,sglt2:age10,-0.096
NCT01106677,cox_int,sglt2,dpp4,0.681
NCT01106677,cox_int,sglt2,sex,0.156
NCT01106677,cox_int,dpp4,sex,0.15
NCT01106677,cox_int,sglt2,age10,0.826
NCT01106677,cox_int,dpp4,age10,0.778
NCT01106677,cox_int,sex,age10,0.027
NCT01106677,cox_int,sglt2,sglt2:sex,-0.189
NCT01106677,cox_int,dpp4,sglt2:sex,-0.13
NCT01106677,cox_int,sex,sglt2:sex,-0.869
NCT01106677,cox_int,age10,sglt2:sex,-0.023
NCT01106677,cox_int,sglt2,dpp4:sex,-0.125
NCT01106677,cox_int,dpp4,dpp4:sex,-0.187
NCT01106677,cox_int,sex,dpp4:sex,-0.8
NCT01106677,cox_int,age10,dpp4:sex,-0.021
NCT01106677,cox_int,sglt2:sex,dpp4:sex,0.693
NCT01106677,cox_int,sglt2,sglt2:age10,-0.972
NCT01106677,cox_int,dpp4,sglt2:age10,-0.665
NCT01106677,cox_int,sex,sglt2:age10,-0.022
NCT01106677,cox_int,age10,sglt2:age10,-0.856
NCT01106677,cox_int,sglt2:sex,sglt2:age10,0.032
NCT01106677,cox_int,dpp4:sex,sglt2:age10,0.018
NCT01106677,cox_int,sglt2,dpp4:age10,-0.663
NCT01106677,cox_int,dpp4,dpp4:age10,-0.972
NCT01106677,cox_int,sex,dpp4:age10,-0.024
NCT01106677,cox_int,age10,dpp4:age10,-0.803
NCT01106677,cox_int,sglt2:sex,dpp4:age10,0.021
NCT01106677,cox_int,dpp4:sex,dpp4:age10,0.032
NCT01106677,cox_int,sglt2:age10,dpp4:age10,0.687
NCT01106690,cox_int,sglt2,sex,0.184
NCT01106690,cox_int,sglt2,age10,0.719
NCT01106690,cox_int,sex,age10,-0.024
NCT01106690,cox_int,sglt2,sglt2:sex,-0.122
NCT01106690,cox_int,sex,sglt2:sex,-0.763
NCT01106690,cox_int,age10,sglt2:sex,0.018
NCT01106690,cox_int,sglt2,sglt2:age10,-0.956
NCT01106690,cox_int,sex,sglt2:age10,0.018
NCT01106690,cox_int,age10,sglt2:age10,-0.739
NCT01106690,cox_int,sglt2:sex,sglt2:age10,-0.12
NCT01137812,cox_int,sglt2,sex,0.125
NCT01137812,cox_int,sglt2,age10,0.633
NCT01137812,cox_int,sex,age10,0.019
NCT01137812,cox_int,sglt2,sglt2:sex,-0.168
NCT01137812,cox_int,sex,sglt2:sex,-0.653
NCT01137812,cox_int,age10,sglt2:sex,-0.013
NCT01137812,cox_int,sglt2,sglt2:age10,-0.973
NCT01137812,cox_int,sex,sglt2:age10,-0.013
NCT01137812,cox_int,age10,sglt2:age10,-0.659
NCT01137812,cox_int,sglt2:sex,sglt2:age10,-0.001
NCT01381900,cox_int,sglt2,sex,0.254
NCT01381900,cox_int,sglt2,age10,0.786
NCT01381900,cox_int,sex,age10,0.072
NCT01381900,cox_int,sglt2,sglt2:sex,-0.312
NCT01381900,cox_int,sex,sglt2:sex,-0.843
NCT01381900,cox_int,age10,sglt2:sex,-0.06
NCT01381900,cox_int,sglt2,sglt2:age10,-0.948
NCT01381900,cox_int,sex,sglt2:age10,-0.062
NCT01381900,cox_int,age10,sglt2:age10,-0.845
NCT01381900,cox_int,sglt2:sex,sglt2:age10,0.077
NCT01809327,cox_int,sglt2,sex,0.298
NCT01809327,cox_int,sglt2,age10,0.697
NCT01809327,cox_int,sex,age10,0.138
NCT01809327,cox_int,sglt2,sglt2:sex,-0.35
NCT01809327,cox_int,sex,sglt2:sex,-0.796
NCT01809327,cox_int,age10,sglt2:sex,-0.103
NCT01809327,cox_int,sglt2,sglt2:age10,-0.956
NCT01809327,cox_int,sex,sglt2:age10,-0.112
NCT01809327,cox_int,age10,sglt2:age10,-0.761
NCT01809327,cox_int,sglt2:sex,sglt2:age10,0.125
NCT02025907,cox_int,sglt2,sex,0.177
NCT02025907,cox_int,sglt2,age10,0.542
NCT02025907,cox_int,sex,age10,0.089
NCT02025907,cox_int,sglt2,sglt2:sex,-0.229
NCT02025907,cox_int,sex,sglt2:sex,-0.575
NCT02025907,cox_int,age10,sglt2:sex,-0.048
NCT02025907,cox_int,sglt2,sglt2:age10,-0.962
NCT02025907,cox_int,sex,sglt2:age10,-0.046
NCT02025907,cox_int,age10,sglt2:age10,-0.547
NCT02025907,cox_int,sglt2:sex,sglt2:age10,0.017
NCT00688701,cox_int,glp1,sex,0.032
NCT00688701,cox_int,glp1,age10,0.749
NCT00688701,cox_int,sex,age10,-0.152
NCT00688701,cox_int,glp1,glp1:sex,-0.13
NCT00688701,cox_int,sex,glp1:sex,-0.839
NCT00688701,cox_int,age10,glp1:sex,0.128
NCT00688701,cox_int,glp1,glp1:age10,-0.96
NCT00688701,cox_int,sex,glp1:age10,0.125
NCT00688701,cox_int,age10,glp1:age10,-0.822
NCT00688701,cox_int,glp1:sex,glp1:age10,-0.065
NCT00712673,cox_int,glp1,sex,0.019
NCT00712673,cox_int,glp1,age10,0.864
NCT00712673,cox_int,sex,age10,-0.115
NCT00712673,cox_int,glp1,glp1:sex,-0.028
NCT00712673,cox_int,sex,glp1:sex,-0.867
NCT00712673,cox_int,age10,glp1:sex,0.099
NCT00712673,cox_int,glp1,glp1:age10,-0.978
NCT00712673,cox_int,sex,glp1:age10,0.101
NCT00712673,cox_int,age10,glp1:age10,-0.884
NCT00712673,cox_int,glp1:sex,glp1:age10,-0.109
NCT00713830,cox_int,glp1,sex,0.213
NCT00713830,cox_int,glp1,age10,0.79
NCT00713830,cox_int,sex,age10,0.114
NCT00713830,cox_int,glp1,glp1:sex,-0.245
NCT00713830,cox_int,sex,glp1:sex,-0.829
NCT00713830,cox_int,age10,glp1:sex,-0.094
NCT00713830,cox_int,glp1,glp1:age10,-0.974
NCT00713830,cox_int,sex,glp1:age10,-0.092
NCT00713830,cox_int,age10,glp1:age10,-0.81
NCT00713830,cox_int,glp1:sex,glp1:age10,0.094
NCT00715624,cox_int,glp1,sex,0.106
NCT00715624,cox_int,glp1,age10,0.793
NCT00715624,cox_int,sex,age10,-0.056
NCT00715624,cox_int,glp1,glp1:sex,-0.129
NCT00715624,cox_int,sex,glp1:sex,-0.828
NCT00715624,cox_int,age10,glp1:sex,0.046
NCT00715624,cox_int,glp1,glp1:age10,-0.971
NCT00715624,cox_int,sex,glp1:age10,0.046
NCT00715624,cox_int,age10,glp1:age10,-0.824
NCT00715624,cox_int,glp1:sex,glp1:age10,-0.043
NCT00763451,cox_int,glp1,sex,0.133
NCT00763451,cox_int,glp1,age10,0.79
NCT00763451,cox_int,sex,age10,0.001
NCT00763451,cox_int,glp1,glp1:sex,-0.17
NCT00763451,cox_int,sex,glp1:sex,-0.818
NCT00763451,cox_int,age10,glp1:sex,-0.001
NCT00763451,cox_int,glp1,glp1:age10,-0.976
NCT00763451,cox_int,sex,glp1:age10,-0.001
NCT00763451,cox_int,age10,glp1:age10,-0.793
NCT00763451,cox_int,glp1:sex,glp1:age10,0.023
NCT00763815,cox_int,glp1,sex,0.012
NCT00763815,cox_int,glp1,age10,0.76
NCT00763815,cox_int,sex,age10,-0.152
NCT00763815,cox_int,glp1,glp1:sex,-0.064
NCT00763815,cox_int,sex,glp1:sex,-0.787
NCT00763815,cox_int,age10,glp1:sex,0.117
NCT00763815,cox_int,glp1,glp1:age10,-0.969
NCT00763815,cox_int,sex,glp1:age10,0.12
NCT00763815,cox_int,age10,glp1:age10,-0.791
NCT00763815,cox_int,glp1:sex,glp1:age10,-0.115
NCT00866658,cox_int,glp1,sex,0.133
NCT00866658,cox_int,glp1,age10,0.75
NCT00866658,cox_int,sex,age10,-0.002
NCT00866658,cox_int,glp1,glp1:sex,-0.174
NCT00866658,cox_int,sex,glp1:sex,-0.771
NCT00866658,cox_int,age10,glp1:sex,0.002
NCT00866658,cox_int,glp1,glp1:age10,-0.979
NCT00866658,cox_int,sex,glp1:age10,0.001
NCT00866658,cox_int,age10,glp1:age10,-0.779
NCT00866658,cox_int,glp1:sex,glp1:age10,0.031
NCT00975286,cox_int,glp1,sex,0.232
NCT00975286,cox_int,glp1,age10,0.79
NCT00975286,cox_int,sex,age10,-0.016
NCT00975286,cox_int,glp1,glp1:sex,-0.234
NCT00975286,cox_int,sex,glp1:sex,-0.872
NCT00975286,cox_int,age10,glp1:sex,0.014
NCT00975286,cox_int,glp1,glp1:age10,-0.951
NCT00975286,cox_int,sex,glp1:age10,0.013
NCT00975286,cox_int,age10,glp1:age10,-0.831
NCT00975286,cox_int,glp1:sex,glp1:age10,-0.02
NCT00976937,cox_int,glp1,sex,0.16
NCT00976937,cox_int,glp1,age10,0.767
NCT00976937,cox_int,sex,age10,0.109
NCT00976937,cox_int,glp1,glp1:sex,-0.249
NCT00976937,cox_int,sex,glp1:sex,-0.763
NCT00976937,cox_int,age10,glp1:sex,-0.083
NCT00976937,cox_int,glp1,glp1:age10,-0.989
NCT00976937,cox_int,sex,glp1:age10,-0.085
NCT00976937,cox_int,age10,glp1:age10,-0.782
NCT00976937,cox_int,glp1:sex,glp1:age10,0.153
NCT01169779,cox_int,glp1,sex,0.282
NCT01169779,cox_int,glp1,age10,0.602
NCT01169779,cox_int,sex,age10,0.254
NCT01169779,cox_int,glp1,glp1:sex,-0.378
NCT01169779,cox_int,sex,glp1:sex,-0.796
NCT01169779,cox_int,age10,glp1:sex,-0.204
NCT01169779,cox_int,glp1,glp1:age10,-0.968
NCT01169779,cox_int,sex,glp1:age10,-0.174
NCT01169779,cox_int,age10,glp1:age10,-0.683
NCT01169779,cox_int,glp1:sex,glp1:age10,0.23
NCT01632163,cox_int,glp1,sex,0.246
NCT01632163,cox_int,glp1,age10,0.648
NCT01632163,cox_int,sex,age10,0.236
NCT01632163,cox_int,glp1,glp1:sex,-0.289
NCT01632163,cox_int,sex,glp1:sex,-0.585
NCT01632163,cox_int,age10,glp1:sex,-0.138
NCT01632163,cox_int,glp1,glp1:age10,-0.972
NCT01632163,cox_int,sex,glp1:age10,-0.147
NCT01632163,cox_int,age10,glp1:age10,-0.621
NCT01632163,cox_int,glp1:sex,glp1:age10,0.135
NCT01768559,cox_int,glp1,sex,0.089
NCT01768559,cox_int,glp1,age10,0.665
NCT01768559,cox_int,sex,age10,-0.045
NCT01768559,cox_int,glp1,glp1:sex,-0.064
NCT01768559,cox_int,sex,glp1:sex,-0.71
NCT01768559,cox_int,age10,glp1:sex,0.032
NCT01768559,cox_int,glp1,glp1:age10,-0.981
NCT01768559,cox_int,sex,glp1:age10,0.031
NCT01768559,cox_int,age10,glp1:age10,-0.685
NCT01768559,cox_int,glp1:sex,glp1:age10,-0.073
NCT01798706,cox_int,glp1,sex,0.017
NCT01798706,cox_int,glp1,age10,0.695
NCT01798706,cox_int,sex,age10,-0.042
NCT01798706,cox_int,glp1,glp1:sex,-0.075
NCT01798706,cox_int,sex,glp1:sex,-0.623
NCT01798706,cox_int,age10,glp1:sex,0.026
NCT01798706,cox_int,glp1,glp1:age10,-0.997
NCT01798706,cox_int,sex,glp1:age10,0.029
NCT01798706,cox_int,age10,glp1:age10,-0.7
NCT01798706,cox_int,glp1:sex,glp1:age10,0.028
NCT00286429,cox_int,dpp4,sex,0.048
NCT00286429,cox_int,dpp4,age10,0.73
NCT00286429,cox_int,sex,age10,-0.095
NCT00286429,cox_int,dpp4,dpp4:sex,-0.069
NCT00286429,cox_int,sex,dpp4:sex,-0.748
NCT00286429,cox_int,age10,dpp4:sex,0.071
NCT00286429,cox_int,dpp4,dpp4:age10,-0.971
NCT00286429,cox_int,sex,dpp4:age10,0.072
NCT00286429,cox_int,age10,dpp4:age10,-0.751
NCT00286429,cox_int,dpp4:sex,dpp4:age10,-0.081
NCT00286442,cox_int,dpp4,sex,0.135
NCT00286442,cox_int,dpp4,age10,0.826
NCT00286442,cox_int,sex,age10,0.018
NCT00286442,cox_int,dpp4,dpp4:sex,-0.165
NCT00286442,cox_int,sex,dpp4:sex,-0.841
NCT00286442,cox_int,age10,dpp4:sex,-0.015
NCT00286442,cox_int,dpp4,dpp4:age10,-0.97
NCT00286442,cox_int,sex,dpp4:age10,-0.015
NCT00286442,cox_int,age10,dpp4:age10,-0.836
NCT00286442,cox_int,dpp4:sex,dpp4:age10,0.009
NCT00286455,cox_int,dpp4,sex,0.163
NCT00286455,cox_int,dpp4,age10,0.819
NCT00286455,cox_int,sex,age10,0.012
NCT00286455,cox_int,dpp4,dpp4:sex,-0.188
NCT00286455,cox_int,sex,dpp4:sex,-0.817
NCT00286455,cox_int,age10,dpp4:sex,-0.009
NCT00286455,cox_int,dpp4,dpp4:age10,-0.962
NCT00286455,cox_int,sex,dpp4:age10,-0.01
NCT00286455,cox_int,age10,dpp4:age10,-0.837
NCT00286455,cox_int,dpp4:sex,dpp4:age10,-0.004
NCT00286468,cox_int,dpp4,sex,0.064
NCT00286468,cox_int,dpp4,age10,0.883
NCT00286468,cox_int,sex,age10,-0.109
NCT00286468,cox_int,dpp4,dpp4:sex,-0.092
NCT00286468,cox_int,sex,dpp4:sex,-0.848
NCT00286468,cox_int,age10,dpp4:sex,0.092
NCT00286468,cox_int,dpp4,dpp4:age10,-0.969
NCT00286468,cox_int,sex,dpp4:age10,0.098
NCT00286468,cox_int,age10,dpp4:age10,-0.901
NCT00286468,cox_int,dpp4:sex,dpp4:age10,-0.082
NCT00286494,cox_int,dpp4,sex,0.135
NCT00286494,cox_int,dpp4,age10,0.85
NCT00286494,cox_int,sex,age10,-0.053
NCT00286494,cox_int,dpp4,dpp4:sex,-0.156
NCT00286494,cox_int,sex,dpp4:sex,-0.877
NCT00286494,cox_int,age10,dpp4:sex,0.042
NCT00286494,cox_int,dpp4,dpp4:age10,-0.963
NCT00286494,cox_int,sex,dpp4:age10,0.045
NCT00286494,cox_int,age10,dpp4:age10,-0.865
NCT00286494,cox_int,dpp4:sex,dpp4:age10,-0.048
NCT00707993,cox_int,dpp4,sex,0.016
NCT00707993,cox_int,dpp4,age10,0.733
NCT00707993,cox_int,sex,age10,-0.024
NCT00707993,cox_int,dpp4,dpp4:sex,-0.047
NCT00707993,cox_int,sex,dpp4:sex,-0.7
NCT00707993,cox_int,age10,dpp4:sex,0.016
NCT00707993,cox_int,dpp4,dpp4:age10,-0.997
NCT00707993,cox_int,sex,dpp4:age10,0.017
NCT00707993,cox_int,age10,dpp4:age10,-0.737
NCT00707993,cox_int,dpp4:sex,dpp4:age10,-0.004
NCT00856284,cox_int,dpp4,sex,0.139
NCT00856284,cox_int,dpp4,age10,0.792
NCT00856284,cox_int,sex,age10,0.012
NCT00856284,cox_int,dpp4,dpp4:sex,-0.162
NCT00856284,cox_int,sex,dpp4:sex,-0.801
NCT00856284,cox_int,age10,dpp4:sex,-0.01
NCT00856284,cox_int,dpp4,dpp4:age10,-0.972
NCT00856284,cox_int,sex,dpp4:age10,-0.01
NCT00856284,cox_int,age10,dpp4:age10,-0.81
NCT00856284,cox_int,dpp4:sex,dpp4:age10,-0.001
NCT01023581,cox_int,biguanide,dpp4,0.609
NCT01023581,cox_int,biguanide,sex,0.052
NCT01023581,cox_int,dpp4,sex,0.053
NCT01023581,cox_int,biguanide,age10,0.739
NCT01023581,cox_int,dpp4,age10,0.777
NCT01023581,cox_int,sex,age10,-0.1
NCT01023581,cox_int,biguanide,biguanide:sex,-0.163
NCT01023581,cox_int,dpp4,biguanide:sex,-0.039
NCT01023581,cox_int,sex,biguanide:sex,-0.722
NCT01023581,cox_int,age10,biguanide:sex,0.072
NCT01023581,cox_int,biguanide,dpp4:sex,-0.042
NCT01023581,cox_int,dpp4,dpp4:sex,-0.131
NCT01023581,cox_int,sex,dpp4:sex,-0.803
NCT01023581,cox_int,age10,dpp4:sex,0.08
NCT01023581,cox_int,biguanide:sex,dpp4:sex,0.58
NCT01023581,cox_int,biguanide,biguanide:age10,-0.969
NCT01023581,cox_int,dpp4,biguanide:age10,-0.59
NCT01023581,cox_int,sex,biguanide:age10,0.075
NCT01023581,cox_int,age10,biguanide:age10,-0.759
NCT01023581,cox_int,biguanide:sex,biguanide:age10,-0
NCT01023581,cox_int,dpp4:sex,biguanide:age10,-0.061
NCT01023581,cox_int,biguanide,dpp4:age10,-0.595
NCT01023581,cox_int,dpp4,dpp4:age10,-0.967
NCT01023581,cox_int,sex,dpp4:age10,0.081
NCT01023581,cox_int,age10,dpp4:age10,-0.806
NCT01023581,cox_int,biguanide:sex,dpp4:age10,-0.058
NCT01023581,cox_int,dpp4:sex,dpp4:age10,-0.055
NCT01023581,cox_int,biguanide:age10,dpp4:age10,0.612
NCT01289119,cox_int,dpp4,sex,0.305
NCT01289119,cox_int,dpp4,age10,0.709
NCT01289119,cox_int,sex,age10,0.262
NCT01289119,cox_int,dpp4,dpp4:sex,-0.415
NCT01289119,cox_int,sex,dpp4:sex,-0.675
NCT01289119,cox_int,age10,dpp4:sex,-0.177
NCT01289119,cox_int,dpp4,dpp4:age10,-0.959
NCT01289119,cox_int,sex,dpp4:age10,-0.187
NCT01289119,cox_int,age10,dpp4:age10,-0.714
NCT01289119,cox_int,dpp4:sex,dpp4:age10,0.216
NCT01632007,cox_int,dpp4,sex,1
NCT01632007,cox_int,dpp4,age10,0.001
NCT01632007,cox_int,sex,age10,0
NCT01632007,cox_int,dpp4,dpp4:sex,-1
NCT01632007,cox_int,sex,dpp4:sex,-1
NCT01632007,cox_int,age10,dpp4:sex,-0
NCT01632007,cox_int,dpp4,dpp4:age10,-0.001
NCT01632007,cox_int,sex,dpp4:age10,-0
NCT01632007,cox_int,age10,dpp4:age10,-0.847
NCT01632007,cox_int,dpp4:sex,dpp4:age10,0
NCT01890122,cox_int,dpp4,biguanide,0.324
NCT01890122,cox_int,dpp4,sex,0.187
NCT01890122,cox_int,biguanide,sex,0.179
NCT01890122,cox_int,dpp4,age10,0.556
NCT01890122,cox_int,biguanide,age10,0.533
NCT01890122,cox_int,sex,age10,0.114
NCT01890122,cox_int,dpp4,dpp4:sex,-0.254
NCT01890122,cox_int,biguanide,dpp4:sex,-0.111
